Start,End,Time in bed,Heart rate,Activity (steps),regular
0.31666666666666665,7.283333333333333,6.966666666666667,12437,72,1
1.35,6.85,5.5,13552,65,1
1.7666666666666666,8.916666666666666,7.15,17243,89,1
22.933333333333334,7.3,8.366666666666667,8996,81,1
22.6,7.183333333333334,8.583333333333334,6388,80,1
22.966666666666665,6.633333333333333,7.666666666666667,3852,67,1
1.3,7.233333333333333,5.933333333333334,4264,85,1
22.816666666666666,8.033333333333333,9.216666666666667,4441,79,1
22.966666666666665,7.883333333333333,8.916666666666666,5215,80,0
23.316666666666666,7.316666666666666,8.0,8799,85,1
22.95,7.283333333333333,8.333333333333334,9850,75,1
0.2833333333333333,7.533333333333333,7.25,5624,88,1
0.06666666666666667,7.2,7.133333333333334,4625,95,1
22.95,8.233333333333333,9.283333333333333,3089,88,1
23.0,8.0,9.0,5117,90,1
23.2,7.383333333333334,8.183333333333334,6002,88,1
1.2333333333333334,7.2,5.966666666666667,3741,90,1
23.566666666666666,7.333333333333333,7.766666666666667,7003,88,1
23.333333333333332,7.25,7.916666666666667,5056,85,1
23.75,7.383333333333334,7.633333333333333,7028,93,1
23.0,7.45,8.45,6935,79,1
23.05,7.133333333333334,8.083333333333334,3794,82,1
23.75,8.033333333333333,8.283333333333333,2539,85,1
22.666666666666668,7.266666666666667,8.6,1810,90,1
23.433333333333334,7.1,7.666666666666667,4037,88,1
22.983333333333334,7.2,8.216666666666667,2513,86,1
23.216666666666665,7.283333333333333,8.066666666666666,4368,79,1
23.55,7.216666666666667,7.666666666666667,5989,85,1
23.2,7.233333333333333,8.033333333333333,6502,88,1
0.05,6.916666666666667,6.866666666666667,3620,94,1
22.716666666666665,4.416666666666667,5.7,2510,89,0
23.75,7.666666666666667,7.916666666666667,3094,85,1
2.4833333333333334,9.166666666666666,6.683333333333334,5358,90,1
22.183333333333334,6.683333333333334,8.5,5494,92,1
0.9666666666666667,8.716666666666667,7.75,16211,89,1
22.433333333333334,6.816666666666666,8.383333333333333,6478,79,1
0.7666666666666667,7.85,7.083333333333333,4439,62,1
22.783333333333335,6.516666666666667,7.733333333333333,407,99,1
0.7,8.883333333333333,8.183333333333334,17740,83,1
23.35,8.416666666666666,9.066666666666666,18350,84,1
22.516666666666666,6.95,8.433333333333334,3663,75,1
0.016666666666666666,8.85,8.833333333333334,547,64,1
0.8666666666666667,6.833333333333333,5.966666666666667,16926,98,1
0.75,7.283333333333333,6.533333333333333,6897,63,1
0.7333333333333333,6.683333333333334,5.95,3563,63,1
23.35,6.733333333333333,7.383333333333334,12704,99,1
22.533333333333335,8.866666666666667,10.333333333333334,10421,88,1
22.583333333333332,7.583333333333333,9.0,12290,91,1
0.6166666666666667,7.366666666666666,6.75,3530,83,1
22.483333333333334,8.05,9.566666666666666,4538,81,1
0.6,6.516666666666667,5.916666666666667,2516,61,1
0.3,8.433333333333334,8.133333333333333,2050,91,1
22.216666666666665,7.566666666666666,9.35,5002,71,1
22.883333333333333,6.9,8.016666666666667,3695,67,1
23.066666666666666,8.466666666666667,9.4,16076,91,0
22.433333333333334,6.583333333333333,8.15,10257,94,1
1.0333333333333334,8.583333333333334,7.55,912,97,1
23.583333333333332,6.583333333333333,7.0,1132,60,1
22.733333333333334,8.066666666666666,9.333333333333334,11467,84,1
23.783333333333335,8.683333333333334,8.9,8703,98,1
22.083333333333332,8.65,10.566666666666666,4929,71,0
23.216666666666665,4.433333333333334,5.216666666666667,10875,77,0
22.533333333333335,7.3,8.766666666666667,10067,77,0
23.0,8.0,9.0,12553,67,0
23.633333333333333,7.033333333333333,7.4,10074,95,0
23.333333333333332,7.816666666666666,8.483333333333333,9954,78,0
23.783333333333335,7.4,7.616666666666667,2268,97,1
23.65,7.4,7.75,6910,55,0
23.5,7.5,8.0,5891,67,1
23.716666666666665,9.95,10.233333333333333,320,71,0
23.666666666666668,7.583333333333333,7.916666666666667,5095,75,0
23.0,7.383333333333334,8.383333333333333,1212,80,1
23.766666666666666,7.066666666666666,7.3,1294,77,1
23.0,7.016666666666667,8.016666666666667,2091,80,1
23.0,7.316666666666666,8.316666666666666,9015,80,0
23.766666666666666,7.333333333333333,7.566666666666666,8902,88,1
23.45,7.05,7.6,8047,85,1
22.633333333333333,7.283333333333333,8.65,6580,75,0
22.75,7.066666666666666,8.316666666666666,10291,80,0
23.833333333333332,7.583333333333333,7.75,9802,79,0
23.283333333333335,7.316666666666666,8.033333333333333,4441,82,0
23.883333333333333,7.333333333333333,7.45,8608,84,1
23.383333333333333,8.483333333333333,9.1,13710,67,1
22.65,9.533333333333333,10.883333333333333,2091,79,0
23.8,7.066666666666666,7.266666666666667,16623,98,1
1.3,7.166666666666667,5.866666666666667,9111,76,1
1.75,8.166666666666666,6.416666666666667,350,98,1
23.55,8.216666666666667,8.666666666666666,11651,76,1
22.783333333333335,8.533333333333333,9.75,18179,84,1
1.6833333333333333,8.816666666666666,7.133333333333334,3864,73,1
0.4166666666666667,6.683333333333334,6.266666666666667,2750,70,1
1.65,8.966666666666667,7.316666666666666,3344,93,1
1.5333333333333332,8.666666666666666,7.133333333333334,11142,65,1
23.716666666666665,8.05,8.333333333333334,2793,87,1
22.75,8.933333333333334,10.183333333333334,3176,92,1
0.0,7.0,7.0,5596,74,1
23.183333333333334,8.133333333333333,8.95,7163,81,1
22.233333333333334,7.783333333333333,9.55,15118,74,1
3.15,8.766666666666667,5.616666666666667,7514,78,0
23.333333333333332,7.983333333333333,8.65,6319,80,1
22.633333333333333,8.65,10.016666666666667,10457,80,1
0.3,9.0,8.7,5959,77,1
0.7333333333333333,9.0,8.266666666666667,10350,73,0
0.48333333333333334,7.35,6.866666666666667,10616,83,1
0.2833333333333333,9.0,8.716666666666667,7859,77,1
0.2,7.766666666666667,7.566666666666666,8003,67,1
23.733333333333334,7.966666666666667,8.233333333333333,7922,79,1
23.583333333333332,7.666666666666667,8.083333333333334,8004,87,1
23.833333333333332,7.5,7.666666666666667,9648,90,1
23.05,7.566666666666666,8.516666666666667,8467,70,1
23.116666666666667,7.25,8.133333333333333,8583,60,1
23.6,7.616666666666667,8.016666666666667,9478,88,1
23.05,7.95,8.9,9369,69,1
23.233333333333334,8.783333333333333,9.55,10050,88,1
23.933333333333334,7.783333333333333,7.85,8295,80,1
23.616666666666667,7.5,7.883333333333333,8603,96,1
23.833333333333332,7.333333333333333,7.5,10375,90,1
23.966666666666665,7.233333333333333,7.266666666666667,10473,88,1
0.36666666666666664,9.0,8.633333333333333,11566,85,1
0.35,9.0,8.65,7675,83,1
23.933333333333334,8.7,8.766666666666667,10038,86,0
0.2,8.35,8.15,3186,63,1
22.933333333333334,8.783333333333333,9.85,6368,72,1
1.5833333333333335,7.033333333333333,5.45,6399,93,1
0.55,8.783333333333333,8.233333333333333,6096,93,1
23.75,8.033333333333333,8.283333333333333,8094,89,1
23.233333333333334,8.883333333333333,9.65,12469,69,1
0.6166666666666667,8.816666666666666,8.2,15311,87,1
0.25,7.366666666666666,7.116666666666666,7020,72,1
1.3833333333333333,6.6,5.216666666666667,10700,95,1
0.5833333333333334,6.65,6.066666666666666,9730,90,1
22.116666666666667,8.183333333333334,10.066666666666666,588,65,1
22.45,7.166666666666667,8.716666666666667,3498,84,1
22.133333333333333,7.25,9.116666666666667,8788,83,1
0.05,6.666666666666667,6.616666666666667,19817,93,1
1.3333333333333333,6.866666666666667,5.533333333333333,16734,92,1
23.45,8.816666666666666,9.366666666666667,19600,84,1
22.766666666666666,7.766666666666667,9.0,1888,82,1
1.9833333333333334,6.9,4.916666666666667,5278,69,0
0.45,6.583333333333333,6.133333333333334,12485,95,1
22.1,7.916666666666667,9.816666666666666,12256,64,1
0.9,8.85,7.95,15775,79,0
22.583333333333332,7.95,9.366666666666667,4430,61,1
23.55,7.583333333333333,8.033333333333333,8247,63,1
23.933333333333334,7.466666666666667,7.533333333333333,7119,77,1
23.533333333333335,7.083333333333333,7.55,6859,98,1
1.25,8.833333333333334,7.583333333333333,15982,63,1
22.65,6.966666666666667,8.316666666666666,9350,72,1
22.216666666666665,8.916666666666666,10.7,10575,67,0
23.066666666666666,8.083333333333334,9.016666666666667,8493,66,1
0.25,7.5,7.25,12014,68,1
0.5833333333333334,7.75,7.166666666666667,16135,100,1
23.183333333333334,8.283333333333333,9.1,18492,60,1
0.8666666666666667,7.766666666666667,6.9,17849,94,1
0.95,7.833333333333333,6.883333333333333,17255,87,1
22.6,6.6,8.0,11454,72,1
0.1,8.333333333333334,8.233333333333333,2097,86,1
1.65,8.016666666666667,6.366666666666666,9548,84,1
22.4,7.35,8.95,13516,74,1
1.6333333333333333,8.483333333333333,6.85,1313,98,1
1.65,8.266666666666667,6.616666666666667,4271,90,1
23.0,8.05,9.05,7466,87,1
23.75,7.5,7.75,10668,88,1
23.983333333333334,7.833333333333333,7.85,9557,85,1
0.0,7.75,7.75,8849,86,1
23.95,8.0,8.05,10028,95,1
23.75,7.916666666666667,8.166666666666666,5733,90,1
23.833333333333332,7.833333333333333,8.0,8836,99,1
23.666666666666668,8.166666666666666,8.5,9947,80,1
23.866666666666667,8.3,8.433333333333334,5230,78,1
0.1,8.3,8.2,6670,54,0
1.1,8.916666666666666,7.816666666666666,420,85,1
23.183333333333334,8.683333333333334,9.5,4127,88,1
23.65,8.0,8.35,8546,84,1
23.633333333333333,8.2,8.566666666666666,9975,78,1
23.5,8.05,8.55,10344,90,1
23.7,8.683333333333334,8.983333333333333,8839,75,1
23.133333333333333,8.266666666666667,9.133333333333333,7378,89,1
23.6,8.183333333333334,8.583333333333334,6834,85,1
23.45,9.466666666666667,10.016666666666667,5233,77,0
23.116666666666667,9.933333333333334,10.816666666666666,4399,88,0
23.7,8.283333333333333,8.583333333333334,2426,94,1
23.716666666666665,8.65,8.933333333333334,3455,78,1
0.06666666666666667,8.633333333333333,8.566666666666666,4558,86,1
0.48333333333333334,8.166666666666666,7.683333333333334,6910,95,1
23.7,8.433333333333334,8.733333333333333,5575,89,1
1.0,8.383333333333333,7.383333333333334,7670,96,1
0.1,8.1,8.0,5834,77,1
1.2166666666666668,8.666666666666666,7.45,8281,85,1
1.4166666666666667,8.5,7.083333333333333,3475,89,0
0.23333333333333334,8.233333333333333,8.0,3479,80,1
23.75,7.833333333333333,8.083333333333334,7903,79,1
22.866666666666667,7.65,8.783333333333333,10755,98,1
1.25,7.516666666666667,6.266666666666667,5830,86,1
22.066666666666666,8.6,10.533333333333333,4463,75,0
23.316666666666666,8.016666666666667,8.7,2139,88,0
22.05,8.1,10.05,3766,74,1
22.85,7.133333333333334,8.283333333333333,816,82,1
23.566666666666666,6.6,7.033333333333333,15544,71,1
23.716666666666665,8.083333333333334,8.366666666666667,5020,72,1
22.5,7.833333333333333,9.333333333333334,7480,75,1
0.9,8.433333333333334,7.533333333333333,18678,62,1
23.033333333333335,7.233333333333333,8.2,6675,100,1
0.8666666666666667,6.983333333333333,6.116666666666666,18077,73,1
0.95,6.75,5.8,6808,67,1
1.1333333333333333,7.883333333333333,6.75,14570,81,1
0.65,6.7,6.05,16521,74,1
23.983333333333334,8.1,8.116666666666667,4981,62,1
1.3833333333333333,7.366666666666666,5.983333333333333,18658,67,1
22.25,7.583333333333333,9.333333333333334,9025,93,1
0.7666666666666667,6.866666666666667,6.1,11050,89,1
22.35,6.983333333333333,8.633333333333333,4093,82,1
0.5,7.366666666666666,6.866666666666667,2382,98,1
22.1,8.55,10.45,8725,98,0
23.05,10.533333333333333,11.483333333333333,12175,78,0
0.8666666666666667,9.316666666666666,8.45,488,76,0
0.45,7.416666666666667,6.966666666666667,7017,77,1
0.7333333333333333,7.9,7.166666666666667,4022,75,0
0.18333333333333332,8.333333333333334,8.15,11438,69,1
0.0,7.75,7.75,10775,78,1
2.6333333333333333,8.35,5.716666666666667,9491,76,1
2.6333333333333333,8.4,5.766666666666667,4845,77,1
0.05,9.016666666666667,8.966666666666667,13648,88,1
1.8833333333333333,8.65,6.766666666666667,17513,95,1
1.05,8.75,7.7,13216,90,1
0.5833333333333334,8.6,8.016666666666667,8973,88,1
0.03333333333333333,7.966666666666667,7.933333333333334,16232,78,1
0.7833333333333333,7.9,7.116666666666666,13002,89,1
23.783333333333335,7.633333333333333,7.85,10048,90,1
23.366666666666667,7.75,8.383333333333333,13004,97,1
1.2333333333333334,8.433333333333334,7.2,13057,68,1
23.366666666666667,7.5,8.133333333333333,12835,88,1
23.566666666666666,7.316666666666666,7.75,9055,96,1
0.21666666666666667,7.25,7.033333333333333,15036,89,1
0.06666666666666667,8.383333333333333,8.316666666666666,19474,96,1
23.616666666666667,8.816666666666666,9.2,9990,89,1
0.5,8.65,8.15,10237,94,1
1.5333333333333332,7.666666666666667,6.133333333333334,7037,83,1
0.65,7.25,6.6,13098,79,1
22.75,7.683333333333334,8.933333333333334,8890,95,1
22.4,8.366666666666667,9.966666666666667,18270,62,1
23.916666666666668,8.3,8.383333333333333,4551,90,1
0.06666666666666667,7.8,7.733333333333333,2047,99,1
0.9,7.733333333333333,6.833333333333333,15832,71,1
23.866666666666667,8.55,8.683333333333334,7699,88,1
1.6833333333333333,7.75,6.066666666666666,759,66,1
0.8666666666666667,7.633333333333333,6.766666666666667,10532,73,1
0.75,7.266666666666667,6.516666666666667,9521,70,1
23.216666666666665,6.966666666666667,7.75,9733,78,1
22.516666666666666,8.316666666666666,9.8,14345,88,1
23.183333333333334,7.4,8.216666666666667,3324,93,1
0.2,8.166666666666666,7.966666666666667,12759,80,1
23.983333333333334,8.966666666666667,8.983333333333333,14914,88,1
1.1166666666666667,7.15,6.033333333333333,10535,76,1
1.0166666666666666,8.016666666666667,7.0,3097,63,1
22.766666666666666,6.516666666666667,7.75,3193,73,1
23.85,7.516666666666667,7.666666666666667,11539,62,1
1.7666666666666666,7.766666666666667,6.0,16307,86,1
22.283333333333335,6.5,8.216666666666667,8860,81,1
0.03333333333333333,8.25,8.216666666666667,1898,83,1
23.683333333333334,7.766666666666667,8.083333333333334,3997,99,1
22.833333333333332,8.533333333333333,9.7,1984,87,1
1.0166666666666666,7.5,6.483333333333333,2043,98,1
23.8,8.166666666666666,8.366666666666667,7718,89,1
0.48333333333333334,7.816666666666666,7.333333333333333,1519,87,1
23.283333333333335,8.033333333333333,8.75,10139,62,1
1.4333333333333333,8.3,6.866666666666667,14646,60,1
23.3,7.45,8.15,19565,78,1
23.233333333333334,7.85,8.616666666666667,12153,84,1
0.18333333333333332,8.25,8.066666666666666,5953,71,1
23.033333333333335,6.666666666666667,7.633333333333333,953,77,1
23.233333333333334,7.433333333333334,8.2,8613,100,1
23.133333333333333,8.316666666666666,9.183333333333334,9760,83,1
1.4166666666666667,6.533333333333333,5.116666666666666,7167,77,1
0.3,7.766666666666667,7.466666666666667,18068,91,1
1.7166666666666668,6.55,4.833333333333333,18398,93,0
23.85,7.116666666666666,7.266666666666667,11520,100,1
1.55,8.783333333333333,7.233333333333333,7025,66,1
1.0,7.283333333333333,6.283333333333333,11215,75,1
22.966666666666665,8.05,9.083333333333334,18508,85,1
22.916666666666668,8.416666666666666,9.5,3245,79,1
0.7,8.466666666666667,7.766666666666667,10077,79,1
23.333333333333332,8.766666666666667,9.433333333333334,13363,100,1
22.933333333333334,8.55,9.616666666666667,9970,76,1
22.516666666666666,8.45,9.933333333333334,12800,72,1
22.55,8.966666666666667,10.416666666666666,5298,85,1
22.633333333333333,7.933333333333334,9.3,5085,82,1
0.9833333333333333,7.483333333333333,6.5,9915,76,1
0.6666666666666666,6.766666666666667,6.1,15662,91,1
22.983333333333334,6.533333333333333,7.55,5639,94,1
1.85,7.016666666666667,5.166666666666667,8177,80,1
23.416666666666668,8.733333333333333,9.316666666666666,15817,82,1
1.95,7.116666666666666,5.166666666666667,13820,68,1
0.1,7.9,7.8,8914,61,1
1.7,7.166666666666667,5.466666666666667,9234,98,1
23.766666666666666,8.116666666666667,8.35,5683,67,1
1.5166666666666666,6.916666666666667,5.4,9393,93,1
0.7833333333333333,6.9,6.116666666666666,6059,86,1
0.9333333333333333,8.633333333333333,7.7,14062,87,1
1.9666666666666668,8.55,6.583333333333333,17674,75,1
1.0166666666666666,7.5,6.483333333333333,13530,73,1
22.833333333333332,7.35,8.516666666666667,5517,68,1
22.05,7.383333333333334,9.333333333333334,9983,86,1
22.0,7.933333333333334,9.933333333333334,1601,73,1
1.9833333333333334,6.583333333333333,4.6,17911,67,0
22.466666666666665,7.85,9.383333333333333,7152,82,1
23.816666666666666,7.916666666666667,8.1,19415,93,1
22.766666666666666,7.533333333333333,8.766666666666667,10806,88,1
1.75,8.733333333333333,6.983333333333333,11835,88,1
23.033333333333335,7.716666666666667,8.683333333333334,18248,60,1
23.15,8.583333333333334,9.433333333333334,8442,96,1
23.566666666666666,7.2,7.633333333333333,12509,97,1
22.366666666666667,7.6,9.233333333333333,11687,83,1
0.5166666666666667,7.416666666666667,6.9,5591,79,1
22.816666666666666,7.4,8.583333333333334,1392,60,1
0.75,8.783333333333333,8.033333333333333,5307,75,1
22.75,7.45,8.7,3875,67,1
22.3,8.083333333333334,9.783333333333333,13252,69,1
0.95,8.15,7.2,8306,97,1
22.983333333333334,6.766666666666667,7.783333333333333,2795,60,1
22.933333333333334,8.483333333333333,9.55,12333,71,1
0.4,8.716666666666667,8.316666666666666,19959,70,1
1.3666666666666667,7.3,5.933333333333334,17269,72,1
1.9166666666666665,8.933333333333334,7.016666666666667,4289,73,1
1.2666666666666666,6.866666666666667,5.6,17440,94,1
22.283333333333335,7.616666666666667,9.333333333333334,9148,77,1
22.933333333333334,8.85,9.916666666666666,4624,92,1
22.95,7.933333333333334,8.983333333333333,2247,81,1
23.45,8.516666666666667,9.066666666666666,17520,71,1
0.4666666666666667,7.666666666666667,7.2,10452,94,1
23.1,8.4,9.3,576,62,1
0.48333333333333334,7.183333333333334,6.7,18354,91,1
0.21666666666666667,7.65,7.433333333333334,15561,82,1
1.55,7.566666666666666,6.016666666666667,15317,68,1
22.083333333333332,8.783333333333333,10.7,17047,64,0
0.65,6.733333333333333,6.083333333333333,11257,65,1
22.483333333333334,8.916666666666666,10.433333333333334,16405,61,1
1.1333333333333333,8.5,7.366666666666666,10302,66,1
0.11666666666666667,8.883333333333333,8.766666666666667,6888,60,1
0.8666666666666667,8.9,8.033333333333333,8335,91,1
1.2333333333333334,7.966666666666667,6.733333333333333,824,89,1
22.016666666666666,6.9,8.883333333333333,2889,63,1
23.283333333333335,8.033333333333333,8.75,16198,65,1
0.7833333333333333,8.6,7.816666666666666,5169,83,1
23.966666666666665,7.4,7.433333333333334,7103,91,1
1.55,7.55,6.0,4211,79,1
23.783333333333335,8.65,8.866666666666667,6700,64,1
22.8,7.15,8.35,18569,61,1
23.1,8.2,9.1,11251,95,1
22.15,7.383333333333334,9.233333333333333,11661,68,1
23.716666666666665,8.05,8.333333333333334,1918,96,1
23.633333333333333,8.533333333333333,8.9,2301,94,1
22.2,7.1,8.9,17692,64,1
22.966666666666665,8.183333333333334,9.216666666666667,11632,98,1
1.55,8.883333333333333,7.333333333333333,10449,89,1
0.4,8.483333333333333,8.083333333333334,7507,93,1
1.2166666666666668,8.133333333333333,6.916666666666667,4021,75,1
23.4,8.383333333333333,8.983333333333333,8234,60,1
23.933333333333334,8.833333333333334,8.9,5754,93,1
0.21666666666666667,6.85,6.633333333333333,8085,91,1
0.65,7.266666666666667,6.616666666666667,14855,91,1
22.483333333333334,7.133333333333334,8.65,8668,100,1
23.3,8.85,9.55,8318,95,1
0.9166666666666666,8.616666666666667,7.7,9990,97,1
22.55,8.183333333333334,9.633333333333333,19351,91,1
23.3,7.1,7.8,19188,74,0
1.25,6.9,5.65,12632,99,0
23.266666666666666,6.633333333333333,7.366666666666666,18596,71,1
23.316666666666666,8.783333333333333,9.466666666666667,1283,88,1
1.9666666666666668,8.333333333333334,6.366666666666666,4647,66,0
0.7166666666666667,8.15,7.433333333333334,9827,100,1
0.1,7.2,7.1,9824,89,1
1.0,8.8,7.8,13374,74,1
23.733333333333334,7.533333333333333,7.8,16152,96,1
22.716666666666665,6.683333333333334,7.966666666666667,18687,63,1
1.8166666666666667,8.083333333333334,6.266666666666667,8380,99,1
0.55,7.066666666666666,6.516666666666667,18398,65,1
22.5,7.016666666666667,8.516666666666667,19978,82,1
23.15,7.433333333333334,8.283333333333333,11611,70,1
23.45,8.233333333333333,8.783333333333333,11496,82,1
1.5166666666666666,8.033333333333333,6.516666666666667,15491,63,1
0.18333333333333332,7.433333333333334,7.25,6162,85,1
1.45,7.3,5.85,18336,84,1
23.65,7.383333333333334,7.733333333333333,18169,70,1
23.116666666666667,8.85,9.733333333333333,16011,94,1
0.36666666666666664,8.483333333333333,8.116666666666667,18551,60,1
23.183333333333334,7.733333333333333,8.55,3986,69,1
22.3,7.183333333333334,8.883333333333333,18170,69,1
0.8666666666666667,6.95,6.083333333333333,18975,95,1
22.35,6.766666666666667,8.416666666666666,16846,66,1
0.95,6.583333333333333,5.633333333333333,18643,92,1
1.0333333333333334,8.716666666666667,7.683333333333334,16157,75,1
23.166666666666668,8.283333333333333,9.116666666666667,19182,62,1
1.7833333333333332,8.566666666666666,6.783333333333333,10823,66,1
0.31666666666666665,6.95,6.633333333333333,614,97,1
0.2,8.55,8.35,5947,83,1
22.15,7.016666666666667,8.866666666666667,19607,75,1
1.6666666666666665,7.1,5.433333333333334,18363,63,1
23.216666666666665,8.716666666666667,9.5,13926,62,1
1.75,7.4,5.65,5970,73,1
1.45,8.783333333333333,7.333333333333333,13776,95,1
22.766666666666666,8.3,9.533333333333333,9210,82,1
23.55,8.933333333333334,9.383333333333333,1500,94,1
23.016666666666666,6.733333333333333,7.716666666666667,8561,79,1
23.55,8.9,9.35,14148,85,1
23.116666666666667,8.4,9.283333333333333,11526,75,1
23.283333333333335,6.55,7.266666666666667,496,60,1
0.5166666666666667,8.5,7.983333333333333,8386,96,1
0.85,8.966666666666667,8.116666666666667,3831,77,1
0.15,7.483333333333333,7.333333333333333,7272,62,1
23.85,7.6,7.75,2827,85,1
22.05,7.95,9.9,13686,62,1
0.31666666666666665,7.5,7.183333333333334,4761,69,1
0.5333333333333333,8.9,8.366666666666667,11997,89,1
23.016666666666666,8.65,9.633333333333333,4374,62,1
1.1,6.516666666666667,5.416666666666667,14669,63,1
22.55,8.466666666666667,9.916666666666666,13964,81,1
0.8,8.566666666666666,7.766666666666667,14594,96,1
23.55,7.45,7.9,8519,67,1
1.0166666666666666,8.433333333333334,7.416666666666667,15839,93,1
22.733333333333334,8.383333333333333,9.65,16928,92,1
1.9,8.883333333333333,6.983333333333333,10734,65,1
0.8666666666666667,7.7,6.833333333333333,4221,72,1
1.85,6.666666666666667,4.816666666666666,9954,72,0
1.0666666666666667,7.75,6.683333333333334,19706,78,1
1.8,8.916666666666666,7.116666666666666,6162,95,1
1.2666666666666666,7.716666666666667,6.45,5436,92,1
22.583333333333332,7.466666666666667,8.883333333333333,19826,85,1
0.21666666666666667,8.966666666666667,8.75,9113,87,1
